monto_sol_dev,ejercicio,periodo
44509,2016,2
61,2016,2
46226,2016,2
318008,2016,2
384206,2016,2
20596,2016,2
7259,2016,2
590922,2016,2
29441,2016,2
290019,2016,2
483439,2016,2
155119,2016,2
126810,2016,2
499832,2016,2
103980,2016,2
60636,2016,2
449261,2016,2
110353,2016,2
1314,2016,2
3690,2016,2
11184,2016,2
16472,2016,2
8660,2016,2
12842,2016,2
13575,2016,2
61021,2016,2
456805,2016,2
307237,2016,2
15605,2016,2
467528,2016,2
8826,2016,2
45508,2016,2
16085,2016,2
708104,2016,2
626841,2016,2
245871,2016,2
81749,2016,2
218611,2016,2
193261,2016,2
5795,2016,2
1229,2016,2
4503,2016,2
125505,2016,2
43319,2016,2
113842,2016,2
77614,2016,2
14661,2016,2
56,2016,2
972237,2016,2
3268,2016,2
53592,2016,2
11724,2016,2
6002,2016,2
1830,2016,2
210305,2016,2
649,2016,2
374,2016,2
859,2016,2
55612,2016,2
19102,2016,2
7438,2016,2
638,2016,2
460194,2016,2
1191,2016,2
413225,2016,2
236662,2016,2
422486,2016,2
581905,2016,2
148,2016,2
852,2016,2
344395,2016,2
981455,2016,2
649748,2016,2
18248,2016,2
19591,2016,2
52309,2016,2
362460,2016,2
1440,2016,2
28166,2016,2
535750,2016,2
277934,2016,2
307106,2016,2
31946,2016,2
329389,2016,2
36991,2016,2
151785,2016,2
7078,2016,2
14143,2016,2
938519,2016,2
40,2016,2
54405,2016,2
7300,2016,2
81649,2016,2
54202,2016,2
224,2016,2
529,2016,2
415005,2016,2
3862,2016,2
5200,2016,2
9414,2016,2
12323,2016,2
12622,2016,2
774143,2016,2
217009,2016,2
5130,2016,2
496720,2016,2
3676,2016,2
455103,2016,2
155664,2016,2
83781,2016,2
475554,2016,2
56,2016,2
70439,2016,2
165880,2016,2
209968,2016,2
49954,2016,2
2224,2016,2
926,2016,2
434,2016,2
5509,2016,2
37055,2016,2
60,2016,2
589,2016,2
2341,2016,2
144,2016,2
2285,2016,2
5677,2016,2
443,2016,2
2913,2016,2
62,2016,2
10224,2016,2
56934,2016,2
682,2016,2
336,2016,2
973,2016,2
1953,2016,2
41088,2016,2
3288,2016,2
10078,2016,2
335647,2016,2
6577,2016,2
80558,2016,2
876050,2016,2
11617,2016,2
4221,2016,2
9148,2016,2
1507,2016,2
27307,2016,2
392354,2016,2
53772,2016,2
23204,2016,2
49695,2016,2
1895,2016,2
96,2016,2
26,2016,2
567285,2016,2
780560,2016,2
3069,2016,2
140239,2016,2
2484,2016,2
114756,2016,2
7118,2016,2
491,2016,2
231,2016,2
973,2016,2
10502,2016,2
10524,2016,2
5396,2016,2
7440,2016,2
16989,2016,2
16955,2016,2
1018,2016,2
77341,2016,2
1187,2016,2
27450,2016,2
12505,2016,2
583,2016,2
2283,2016,2
28695,2016,2
3748,2016,2
1241,2016,2
1699,2016,2
2181,2016,2
331,2016,2
115176,2016,2
3548,2016,2
7114,2016,2
237,2016,2
3419,2016,2
422,2016,2
440,2016,2
24622,2016,2
296780,2016,2
290919,2016,2
1000,2016,2
3460,2016,2
13221,2016,2
20267,2016,2
683,2016,2
198,2016,2
1722,2016,2
401,2016,2
36289,2016,2
780,2016,2
30151,2016,2
391,2016,2
57285,2016,2
166119,2016,2
34720,2016,2
35485,2016,2
6560,2016,2
229,2016,2
76130,2016,2
1390,2016,2
19252,2016,2
7760,2016,2
14120,2016,2
7348,2016,2
204058,2016,2
279531,2016,2
651238,2016,2
42386,2016,2
721526,2016,2
6432,2016,2
5800,2016,2
2636,2016,2
125,2016,2
890,2016,2
633,2016,2
4870,2016,2
2870,2016,2
9737,2016,2
405,2016,2
10909,2016,2
1504,2016,2
10274,2016,2
656,2016,2
414,2016,2
40,2016,2
4577,2016,2
39165,2016,2
30648,2016,2
814822,2016,2
72,2016,2
15051,2016,2
70023,2016,2
781,2016,2
1225,2016,2
9913,2016,2
1646,2016,2
331,2016,2
1255,2016,2
238,2016,2
220,2016,2
493,2016,2
14019,2016,2
211,2016,2
216,2016,2
381,2016,2
25837,2016,2
1843,2016,2
654058,2016,2
144,2016,2
7492,2016,2
4224,2016,2
1363,2016,2
43568,2016,2
920524,2016,2
224,2016,2
7844,2016,2
248162,2016,2
180542,2016,2
43817,2016,2
1781,2016,2
4920,2016,2
7949,2016,2
5942,2016,2
18740,2016,2
44124,2016,2
394328,2016,2
272,2016,2
21007,2016,2
44253,2016,2
432500,2016,2
297954,2016,2
740725,2016,2
444715,2016,2
192777,2016,2
140442,2016,2
261283,2016,2
167,2016,2
517,2016,2
908,2016,2
753519,2016,2
83969,2016,2
75670,2016,2
560930,2016,2
24143,2016,2
89504,2016,2
226263,2016,2
123538,2016,2
19361,2016,2
516144,2016,2
40,2016,2
846456,2016,2
2783,2016,2
62833,2016,2
1319,2016,2
21237,2016,2
368622,2016,2
557,2016,2
48,2016,2
12577,2016,2
516,2016,2
516,2016,2
12864,2016,2
516,2016,2
516,2016,2
516,2016,2
61776,2016,2
307053,2016,2
124,2016,2
516596,2016,2
75,2016,2
149080,2016,2
69676,2016,2
245229,2016,2
547972,2016,2
599724,2016,2
3015,2016,2
856,2016,2
56,2016,2
625,2016,2
891343,2016,2
11514,2016,2
629,2016,2
147960,2016,2
15468,2016,2
28949,2016,2
5040,2016,2
5040,2016,2
5040,2016,2
5040,2016,2
14608,2016,2
88,2016,2
2016,2016,2
11372,2016,2
69209,2016,2
1818,2016,2
18727,2016,2
2133,2016,2
23660,2016,2
52990,2016,2
8722,2016,2
166446,2016,2
10039,2016,2
9943,2016,2
715363,2016,2
7736,2016,2
17171,2016,2
502948,2016,2
7459,2016,2
21168,2016,2
34552,2016,2
594490,2016,2
637,2016,2
15777,2016,2
436,2016,2
15675,2016,2
63979,2016,2
555381,2016,2
15812,2016,2
15894,2016,2
5299,2016,2
50682,2016,2
35059,2016,2
15867,2016,2
40500,2016,2
15629,2016,2
15708,2016,2
1811,2016,2
443795,2016,2
94450,2016,2
470,2016,2
453824,2016,2
602735,2016,2
224015,2016,2
3692,2016,2
5210,2016,2
34607,2016,2
614,2016,2
128,2016,2
68575,2016,2
244410,2016,2
25701,2016,2
9164,2016,2
570987,2016,2
787,2016,2
1927,2016,2
644,2016,2
89,2016,2
325815,2016,2
8110,2016,2
32290,2016,2
9351,2016,2
3787,2016,2
436,2016,2
42618,2016,2
89081,2016,2
527,2016,2
745684,2016,2
775842,2016,2
3544,2016,2
33593,2016,2
747,2016,2
15065,2016,2
690,2016,2
158121,2016,2
10839,2016,2
15683,2016,2
7765,2016,2
40774,2016,2
115342,2016,2
418,2016,2
409,2016,2
261145,2016,2
15304,2016,2
947,2016,2
4704,2016,2
764,2016,2
769,2016,2
6766,2016,2
10935,2016,2
46145,2016,2
156028,2016,2
208550,2016,2
1052,2016,2
8069,2016,2
34537,2016,2
26,2016,2
56280,2016,2
168695,2016,2
146872,2016,2
291933,2016,2
9218,2016,2
19297,2016,2
766069,2016,2
766069,2016,2
22298,2016,2
34099,2016,2
154499,2016,2
14786,2016,2
263386,2016,2
3808,2016,2
24459,2016,2
74718,2016,2
242487,2016,2
1106,2016,2
5021,2016,2
259,2016,2
184,2016,2
15696,2016,2
261,2016,2
1317,2016,2
342,2016,2
35042,2016,2
7564,2016,2
118,2016,2
410624,2016,2
38641,2016,2
13529,2016,2
2658,2016,2
893,2016,2
2150,2016,2
194478,2016,2
76352,2016,2
15891,2016,2
7870,2016,2
6253,2016,2
796,2016,2
6161,2016,2
1037,2016,2
198,2016,2
12823,2016,2
233,2016,2
20,2016,2
11088,2016,2
21133,2016,2
124501,2016,2
240038,2016,2
3276,2016,2
4972,2016,2
1912,2016,2
2227,2016,2
908,2016,2
1248,2016,2
141054,2016,2
19618,2016,2
1026,2016,2
1870,2016,2
660,2016,2
17617,2016,2
994040,2016,2
1383,2016,2
1570,2016,2
8481,2016,2
1580,2016,2
5682,2016,2
1177,2016,2
457,2016,2
45250,2016,2
2834,2016,2
304610,2016,2
759194,2016,2
89467,2016,2
892,2016,2
59403,2016,2
91039,2016,2
3563,2016,2
66176,2016,2
3548,2016,2
33108,2016,2
1682,2016,2
93677,2016,2
992275,2016,2
899,2016,2
21767,2016,2
46234,2016,2
403062,2016,2
177562,2016,2
360434,2016,2
76787,2016,2
1479,2016,2
40106,2016,2
143250,2016,2
26,2016,2
303128,2016,2
422951,2016,2
912571,2016,2
5549,2016,2
22504,2016,2
423,2016,2
578824,2016,2
66,2016,2
764512,2016,2
133,2016,2
1528,2016,2
213645,2016,2
6388,2016,2
672,2016,2
7285,2016,2
766,2016,2
10296,2016,2
4423,2016,2
185,2016,2
5850,2016,2
882,2016,2
203480,2016,2
1455,2016,2
14341,2016,2
7789,2016,2
413674,2016,2
699959,2016,2
1070,2016,2
379,2016,2
640300,2016,2
543970,2016,2
14269,2016,2
145088,2016,2
46849,2016,2
106688,2016,2
1035,2016,2
2032,2016,2
114,2016,2
868,2016,2
96,2016,2
240,2016,2
59062,2016,2
46675,2016,2
97,2016,2
6647,2016,2
83175,2016,2
122144,2016,2
711,2016,2
649,2016,2
123,2016,2
146897,2016,2
3769,2016,2
646006,2016,2
81496,2016,2
445509,2016,2
90279,2016,2
90257,2016,2
4837,2016,2
924526,2016,2
487674,2016,2
31629,2016,2
942621,2016,2
44037,2016,2
27599,2016,2
1049,2016,2
16813,2016,2
807355,2016,2
103085,2016,2
533831,2016,2
50918,2016,2
217680,2016,2
251068,2016,2
233,2016,2
2469,2016,2
764,2016,2
5611,2016,2
1056,2016,2
1034,2016,2
27201,2016,2
4787,2016,2
8370,2016,2
11271,2016,2
746,2016,2
4355,2016,2
51926,2016,2
31243,2016,2
1792,2016,2
2286,2016,2
866,2016,2
333494,2016,2
81276,2016,2
3036,2016,2
503,2016,2
28146,2016,2
1157,2016,2
2581,2016,2
985,2016,2
50958,2016,2
46243,2016,2
2515,2016,2
174,2016,2
1229,2016,2
584,2016,2
1852,2016,2
549,2016,2
22970,2016,2
976473,2016,2
55204,2016,2
620,2016,2
668,2016,2
10978,2016,2
3193,2016,2
221,2016,2
1616,2016,2
124,2016,2
248271,2016,2
6543,2016,2
3695,2016,2
198,2016,2
6077,2016,2
806,2016,2
1165,2016,2
17635,2016,2
261,2016,2
770,2016,2
161366,2016,2
1009,2016,2
19986,2016,2
94,2016,2
2080,2016,2
11229,2016,2
979,2016,2
10549,2016,2
299,2016,2
1651,2016,2
18221,2016,2
37372,2016,2
3713,2016,2
253,2016,2
540,2016,2
6040,2016,2
351,2016,2
607,2016,2
6825,2016,2
4183,2016,2
147,2016,2
480,2016,2
14,2016,2
3695,2016,2
20467,2016,2
521,2016,2
30822,2016,2
14962,2016,2
44286,2016,2
427,2016,2
453,2016,2
2591,2016,2
9599,2016,2
5794,2016,2
234,2016,2
1538,2016,2
285,2016,2
344536,2016,2
104697,2016,2
2204,2016,2
559,2016,2
15186,2016,2
90,2016,2
16689,2016,2
3,2016,2
13115,2016,2
404,2016,2
865,2016,2
34409,2016,2
6202,2016,2
27107,2016,2
3429,2016,2
928,2016,2
897,2016,2
314,2016,2
16720,2016,2
9936,2016,2
142,2016,2
10018,2016,2
1810,2016,2
21800,2016,2
257,2016,2
21444,2016,2
68281,2016,2
21456,2016,2
407,2016,2
822,2016,2
776,2016,2
3124,2016,2
30671,2016,2
3853,2016,2
1889,2016,2
352505,2016,2
46695,2016,2
417,2016,2
844,2016,2
359,2016,2
2054,2016,2
108,2016,2
1560,2016,2
1407,2016,2
10861,2016,2
32820,2016,2
619,2016,2
154,2016,2
116,2016,2
8002,2016,2
19386,2016,2
3251,2016,2
66469,2016,2
539,2016,2
124,2016,2
4064,2016,2
435,2016,2
12866,2016,2
627,2016,2
69,2016,2
25518,2016,2
426,2016,2
15297,2016,2
442,2016,2
781,2016,2
1134,2016,2
2989,2016,2
1630,2016,2
75157,2016,2
1872,2016,2
3790,2016,2
769,2016,2
3365,2016,2
780,2016,2
74273,2016,2
912,2016,2
96191,2016,2
7471,2016,2
27212,2016,2
21242,2016,2
1991,2016,2
17924,2016,2
1688,2016,2
80189,2016,2
1975,2016,2
770,2016,2
53586,2016,2
20235,2016,2
856,2016,2
2051,2016,2
320751,2016,2
2256,2016,2
205,2016,2
12137,2016,2
324,2016,2
1600,2016,2
188,2016,2
1010,2016,2
3517,2016,2
4200,2016,2
24645,2016,2
418,2016,2
62692,2016,2
564,2016,2
1283,2016,2
102225,2016,2
7415,2016,2
193932,2016,2
498492,2016,2
567982,2016,2
84264,2016,2
1839,2016,2
11484,2016,2
584042,2016,2
21230,2016,2
2392,2016,2
216090,2016,2
17920,2016,2
8341,2016,2
249211,2016,2
71020,2016,2
40,2016,2
363900,2016,2
663974,2016,2
27076,2016,2
54140,2016,2
277396,2016,2
309380,2016,2
64912,2016,2
261444,2016,2
56520,2016,2
291975,2016,2
18156,2016,2
124468,2016,2
510,2016,2
276883,2016,2
121072,2016,2
498871,2016,2
359417,2016,2
252,2016,2
86814,2016,2
423595,2016,2
37,2016,2
2699,2016,2
87371,2016,2
86632,2016,2
137908,2016,2
284,2016,2
27649,2016,2
2482,2016,2
4314,2016,2
3560,2016,2
585,2016,2
23435,2016,2
1840,2016,2
35280,2016,2
3781,2016,2
3950,2016,2
2192,2016,2
1780,2016,2
515,2016,2
1653,2016,2
10273,2016,2
612327,2016,2
27260,2016,2
35,2016,2
255,2016,2
4324,2016,2
393193,2016,2
13838,2016,2
2068,2016,2
4409,2016,2
2367,2016,2
26135,2016,2
15218,2016,2
1417,2016,2
31013,2016,2
15380,2016,2
1183,2016,2
16413,2016,2
2379,2016,2
1273,2016,2
15033,2016,2
2285,2016,2
714985,2016,2
7827,2016,2
25809,2016,2
59713,2016,2
157690,2016,2
433000,2016,2
5422,2016,2
318,2016,2
5828,2016,2
1884,2016,2
1433,2016,2
8381,2016,2
14312,2016,2
65845,2016,2
1455,2016,2
3823,2016,2
169484,2016,2
912,2016,2
69,2016,2
117268,2016,2
730,2016,2
1067,2016,2
4034,2016,2
1838,2016,2
2590,2016,2
879,2016,2
105941,2016,2
2255,2016,2
63,2016,2
1787,2016,2
1482,2016,2
10841,2016,2
311,2016,2
486274,2016,2
2320,2016,2
2466,2016,2
75,2016,2
1833,2016,2
3577,2016,2
328,2016,2
37578,2016,2
23413,2016,2
1601,2016,2
1930,2016,2
17681,2016,2
836687,2016,2
534786,2016,2
18923,2016,2
4331,2016,2
3134,2016,2
185789,2016,2
21309,2016,2
732,2016,2
6779,2016,2
15945,2016,2
325,2016,2
9810,2016,2
906,2016,2
11848,2016,2
57881,2016,2
357914,2016,2
1207,2016,2
1543,2016,2
4710,2016,2
5225,2016,2
227849,2016,2
610,2016,2
168901,2016,2
1648,2016,2
7163,2016,2
105133,2016,2
12388,2016,2
2812,2016,2
14570,2016,2
3224,2016,2
10702,2016,2
39147,2016,2
121812,2016,2
220,2016,2
68920,2016,2
1350,2016,2
1231,2016,2
2508,2016,2
15711,2016,2
2463,2016,2
21867,2016,2
29009,2016,2
5513,2016,2
13058,2016,2
6394,2016,2
97051,2016,2
5954,2016,2
441,2016,2
373,2016,2
2720,2016,2
3457,2016,2
5392,2016,2
367,2016,2
74702,2016,2
72097,2016,2
9348,2016,2
3165,2016,2
1659,2016,2
580,2016,2
1691,2016,2
5552,2016,2
1259,2016,3
339972,2016,2
37191,2016,2
299579,2016,2
33857,2016,2
66498,2016,2
10096,2016,2
3073,2016,2
1105,2016,2
21952,2016,2
116494,2016,2
976,2016,2
136238,2016,2
7998,2016,2
4126,2016,2
377,2016,2
10856,2016,2
16473,2016,2
66339,2016,2
11398,2016,2
27,2016,2
960,2016,2
2753,2016,2
3207,2016,2
24731,2016,2
7345,2016,2
4754,2016,2
42,2016,2
575,2016,2
360,2016,2
52,2016,2
11312,2016,2
227,2016,2
7791,2016,2
10285,2016,2
2450,2016,2
1493,2016,2
118,2016,2
1349,2016,2
1266,2016,2
269,2016,2
7108,2016,2
41,2016,2
9884,2016,2
3343,2016,2
1368,2016,2
8370,2016,2
5501,2016,2
3787,2016,2
2398,2016,2
107112,2016,2
7677,2016,2
154,2016,3
122,2016,2
523,2016,2
604,2016,2
5742,2016,2
1970,2016,2
125,2016,2
55277,2016,2
2912,2016,2
5945,2016,2
16383,2016,2
1406,2016,2
92448,2016,2
1119,2016,2
17714,2016,2
9904,2016,2
306,2016,2
99,2016,2
8314,2016,2
2441,2016,2
317922,2016,2
19963,2016,2
2828,2016,2
2069,2016,2
358151,2016,2
38207,2016,2
182,2016,2
943,2016,2
239691,2016,2
5676,2016,2
23996,2016,2
9293,2016,2
275652,2016,2
139779,2016,2
5139,2016,2
36480,2016,2
389051,2016,2
112,2016,2
36086,2016,2
4901,2016,2
2370,2016,2
3690,2016,2
559,2016,2
10737,2016,2
11838,2016,2
6915,2016,2
19786,2016,2
1228,2016,2
188,2016,2
3857,2016,2
973,2016,2
8073,2016,2
661,2016,2
4056,2016,2
14147,2016,2
15163,2016,2
543,2016,2
5753,2016,2
16525,2016,2
343939,2016,2
15855,2016,2
12547,2016,2
1317,2016,2
3919,2016,2
232,2016,2
18133,2016,2
865,2016,2
5945,2016,2
3359,2016,2
2425,2016,2
11073,2016,2
4094,2016,2
41,2016,2
285,2016,2
817,2016,2
660,2016,2
1349,2016,2
32618,2016,2
2420,2016,2
9740,2016,2
2524,2016,2
1180,2016,2
52268,2016,2
27628,2016,2
145,2016,2
112,2016,2
3140,2016,2
131948,2016,2
29096,2016,2
16069,2016,2
89143,2016,2
16423,2016,2
207,2016,2
5880,2016,2
62,2016,2
963,2016,2
1726,2016,2
32405,2016,2
3859,2016,2
78,2016,2
10541,2016,2
956117,2016,2
72,2016,2
8625,2016,2
3431,2016,2
70419,2016,2
51033,2016,2
164,2016,2
1045,2016,2
415488,2016,2
365347,2016,2
27392,2016,2
3757,2016,2
2651,2016,2
97266,2016,2
119418,2016,2
2416,2016,2
658,2016,2
9151,2016,2
324,2016,2
324,2016,3
657,2016,2
372,2016,2
503,2016,2
348,2016,2
3854,2016,2
39,2016,2
294,2016,2
5801,2016,2
278,2016,2
1521,2016,2
1275,2016,2
518,2016,2
41947,2016,2
1550,2016,2
4696,2016,2
69288,2016,2
29576,2016,2
132016,2016,2
5340,2016,2
113568,2016,2
19184,2016,2
104443,2016,2
19713,2016,2
7935,2016,2
10761,2016,2
3720,2016,2
574,2016,2
1093,2016,2
752,2016,2
2114,2016,2
234,2016,2
852,2016,2
41,2016,2
12153,2016,2
8500,2016,2
89,2016,2
1375,2016,2
35078,2016,2
12218,2016,2
5459,2016,2
5275,2016,2
28134,2016,2
54212,2016,2
2619,2016,2
5522,2016,2
566618,2016,2
1477,2016,2
16818,2016,2
1707,2016,2
1615,2016,2
2938,2016,2
74773,2016,2
20308,2016,2
2435,2016,2
6349,2016,3
6349,2016,2
1853,2016,2
865,2016,2
614,2016,2
38866,2016,2
298,2016,2
35218,2016,2
12,2016,2
78839,2016,2
5222,2016,2
7695,2016,2
85721,2016,2
25320,2016,2
20901,2016,2
320411,2016,2
8750,2016,2
31821,2016,2
43696,2016,2
225162,2016,2
406,2016,2
9427,2016,2
260,2016,2
9667,2016,2
107802,2016,2
23449,2016,2
22296,2016,2
461,2016,2
35960,2016,2
42728,2016,2
343227,2016,2
72723,2016,2
422930,2016,2
3137,2016,2
970248,2016,2
3397,2016,2
25391,2016,2
519148,2016,2
403492,2016,2
30089,2016,2
12452,2016,2
8881,2016,2
8757,2016,2
66594,2016,2
36425,2016,2
66485,2016,2
8592,2016,2
845480,2016,2
97790,2016,2
376,2016,2
20816,2016,2
164007,2016,2
5955,2016,2
2434,2016,2
41552,2016,2
165983,2016,2
62,2016,2
216045,2016,2
280487,2016,2
343691,2016,2
98264,2016,2
5574,2016,2
134,2016,2
377689,2016,2
70868,2016,2
129227,2016,2
660127,2016,2
27567,2016,2
104463,2016,2
2437,2016,2
35939,2016,2
258,2016,2
335704,2016,2
906219,2016,2
195570,2016,2
349502,2016,2
19129,2016,2
137950,2016,2
78,2016,2
16552,2016,2
365,2016,2
318,2016,2
126949,2016,2
8997,2016,2
4320,2016,2
1966,2016,2
44327,2016,2
44190,2016,2
85164,2016,2
176083,2016,2
5958,2016,2
36653,2016,2
9942,2016,2
238,2016,2
32845,2016,2
1901,2016,2
75787,2016,2
446,2016,2
91,2016,2
38088,2016,2
22022,2016,2
33067,2016,2
1275,2016,2
2099,2016,2
300,2016,2
28790,2016,2
28659,2016,2
17018,2016,2
269,2016,2
20178,2016,2
80,2016,2
708,2016,2
14452,2016,2
139,2016,2
2190,2016,2
763,2016,2
419,2016,2
15856,2016,2
4683,2016,2
148,2016,2
11170,2016,2
1832,2016,2
64352,2016,2
11944,2016,2
243,2016,2
2166,2016,2
600,2016,2
37307,2016,2
84,2016,2
8067,2016,2
6121,2016,2
1620,2016,2
401,2016,2
58351,2016,2
15026,2016,2
6384,2016,2
24,2016,2
34740,2016,2
23366,2016,2
5855,2016,2
7252,2016,2
431,2016,2
635,2016,2
16943,2016,2
3118,2016,2
3386,2016,2
72,2016,2
21875,2016,2
5387,2016,2
810,2016,2
567316,2016,2
13613,2016,2
641,2016,2
8593,2016,2
1106,2016,2
2144,2016,2
61,2016,2
3921,2016,2
5051,2016,2
15943,2016,2
14151,2016,2
2666,2016,2
33806,2016,2
10017,2016,2
825393,2016,2
1153,2016,2
1167,2016,2
235960,2016,2
1379,2016,2
1409,2016,2
496318,2016,2
429,2016,2
922,2016,2
11925,2016,2
15349,2016,2
174,2016,2
13279,2016,2
283,2016,2
1468,2016,2
959,2016,2
10620,2016,2
1296,2016,2
30968,2016,2
263,2016,2
445000,2016,2
256,2016,2
653,2016,2
200,2016,2
303597,2016,2
483,2016,2
2696,2016,2
420,2016,2
666,2016,2
810,2016,2
60761,2016,2
1704,2016,2
10169,2016,2
2906,2016,2
410,2016,2
7029,2016,2
194,2016,2
455,2016,2
3433,2016,2
22,2016,2
49734,2016,2
36563,2016,2
15781,2016,2
35422,2016,2
3825,2016,2
1678,2016,2
7,2016,2
283,2016,2
330,2016,2
29,2016,2
144,2016,2
800,2016,2
62305,2016,2
41880,2016,2
305,2016,2
274,2016,2
3264,2016,2
34838,2016,2
4803,2016,2
5748,2016,2
480,2016,2
1522,2016,2
583,2016,2
1732,2016,2
1168,2016,2
6,2016,2
3,2016,2
1010,2016,2
263243,2016,2
16270,2016,2
1638,2016,2
128,2016,2
238392,2016,2
19494,2016,2
4645,2016,2
668,2016,2
661229,2016,2
609,2016,2
166,2016,2
2197,2016,2
172,2016,2
301354,2016,2
32034,2016,2
187369,2016,2
126642,2016,2
19239,2016,2
3479,2016,2
333417,2016,2
276094,2016,2
8687,2016,2
1034,2016,2
1227,2016,2
97620,2016,2
24627,2016,2
29752,2016,2
61487,2016,2
316752,2016,2
90048,2016,2
74304,2016,2
258407,2016,2
195703,2016,2
120,2016,2
16864,2016,2
1400,2016,2
126917,2016,2
72,2016,2
593640,2016,2
131104,2016,2
796823,2016,2
920984,2016,2
4989,2016,2
450604,2016,2
12020,2016,2
10923,2016,2
527041,2016,2
560514,2016,2
20265,2016,2
101,2016,2
386841,2016,2
34237,2016,2
23233,2016,2
173309,2016,2
932,2016,2
464,2016,2
1528,2016,2
5526,2016,2
15209,2016,2
361892,2016,2
86,2016,2
3290,2016,2
33071,2016,2
1599,2016,2
81,2016,2
364,2016,2
113274,2016,2
1621,2016,2
1985,2016,2
24,2016,2
2010,2016,2
139086,2016,2
952432,2016,2
1706,2016,2
287,2016,2
710,2016,2
57218,2016,2
296,2016,2
25678,2016,2
67,2016,2
138549,2016,2
26868,2016,2
142551,2016,2
119574,2016,2
82577,2016,2
14514,2016,2
846,2016,2
371,2016,2
8901,2016,2
274875,2016,2
150745,2016,2
7766,2016,2
1048,2016,2
285020,2016,2
26572,2016,2
32067,2016,2
75465,2016,2
47963,2016,2
151821,2016,2
316151,2016,2
18121,2016,2
156543,2016,2
561972,2016,2
247,2016,2
167349,2016,2
13686,2016,2
9284,2016,2
318663,2016,2
10061,2016,2
981,2016,2
1040,2016,2
1211,2016,2
1015,2016,2
378,2016,2
16235,2016,2
548,2016,2
83616,2016,2
151777,2016,2
24614,2016,2
593677,2016,2
40402,2016,2
90,2016,2
170,2016,2
27216,2016,2
10,2016,2
310968,2016,2
123053,2016,2
27667,2016,2
75,2016,2
140,2016,2
689256,2016,2
22431,2016,2
4608,2016,2
30833,2016,2
27817,2016,2
203005,2016,2
562341,2016,2
924843,2016,2
342,2016,2
283188,2016,2
265732,2016,2
1387,2016,2
15128,2016,2
354995,2016,2
72,2016,2
176017,2016,2
17777,2016,2
92527,2016,2
58502,2016,2
792054,2016,2
37219,2016,2
612,2016,2
337902,2016,2
1314,2016,2
763,2016,2
1607,2016,2
177879,2016,2
15893,2016,2
65242,2016,2
529061,2016,2
707198,2016,2
103938,2016,2
877435,2016,2
135659,2016,2
17767,2016,2
526,2016,2
62,2016,2
18065,2016,2
127826,2016,2
424222,2016,2
42544,2016,2
22652,2016,2
107971,2016,2
4244,2016,2
19501,2016,2
866447,2016,2
134513,2016,2
3239,2016,2
258661,2016,2
204755,2016,2
127085,2016,2
99013,2016,2
7634,2016,2
87427,2016,2
74521,2016,2
11511,2016,2
108,2016,2
1207,2016,3
3903,2016,2
6569,2016,2
240,2016,2
467,2016,2
77,2016,2
54,2016,2
4604,2016,2
924,2016,2
1409,2016,2
16080,2016,2
47795,2016,2
577,2016,2
350,2016,2
23228,2016,2
1874,2016,2
3751,2016,2
34496,2016,2
613,2016,2
135981,2016,2
5028,2016,2
15420,2016,2
931,2016,2
4464,2016,2
2754,2016,2
2574,2016,2
949,2016,2
942,2016,2
206118,2016,2
84,2016,2
120,2016,2
2604,2016,2
545,2016,2
18412,2016,2
32,2016,2
231,2016,2
427,2016,2
6762,2016,2
5667,2016,2
1526,2016,2
31952,2016,2
532,2016,2
198,2016,2
7620,2016,2
130,2016,2
5712,2016,2
98541,2016,2
411,2016,2
82,2016,2
15825,2016,2
4456,2016,2
15767,2016,2
1456,2016,2
32832,2016,2
48812,2016,2
28,2016,2
854,2016,2
1488,2016,2
1302,2016,2
32960,2016,2
232601,2016,2
3341,2016,2
824,2016,2
4089,2016,2
363,2016,2
14916,2016,2
360,2016,2
452,2016,2
1770,2016,2
20197,2016,2
10450,2016,2
51,2016,2
1350,2016,2
1087,2016,2
55626,2016,2
1737,2016,2
4306,2016,2
540,2016,2
1618,2016,2
7665,2016,2
481,2016,2
4236,2016,2
965,2016,2
248,2016,2
6050,2016,2
19814,2016,2
322,2016,2
10368,2016,2
473,2016,2
863,2016,2
398072,2016,2
62,2016,2
76203,2016,2
65,2016,2
11942,2016,2
75,2016,2
30104,2016,2
36695,2016,2
32714,2016,2
80,2016,2
246,2016,2
7139,2016,2
282,2016,2
43887,2016,2
765,2016,2
69402,2016,2
5549,2016,2
10322,2016,2
54917,2016,2
674,2016,2
14230,2016,2
10333,2016,2
98292,2016,2
705073,2016,2
822,2016,2
160,2016,2
6894,2016,2
25390,2016,2
471,2016,2
3317,2016,2
121251,2016,2
6817,2016,2
81577,2016,2
4794,2016,2
44459,2016,2
380,2016,2
12861,2016,2
1448,2016,2
87,2016,2
507,2016,2
158,2016,2
3104,2016,2
82,2016,2
13715,2016,2
1076,2016,2
9,2016,2
2424,2016,2
28493,2016,2
2425,2016,2
242,2016,2
1596,2016,2
4857,2016,2
5722,2016,2
238681,2016,2
6405,2016,2
7952,2016,2
476,2016,2
1567,2016,2
220886,2016,2
1271,2016,2
195138,2016,2
5291,2016,2
230,2016,2
34,2016,2
43727,2016,2
3747,2016,2
1010,2016,2
4571,2016,2
42406,2016,2
7451,2016,2
46124,2016,2
812,2016,2
65283,2016,2
322,2016,2
649,2016,2
1838,2016,2
89556,2016,2
572364,2016,2
