monto_sol_dev,ejercicio,periodo
164141,2016,2
18266,2016,2
111040,2016,2
6176,2016,2
39618,2016,2
71023,2016,2
19928,2016,2
22406,2016,2
282018,2016,2
376,2016,2
148610,2016,2
17926,2016,2
72775,2016,2
2812,2016,2
142619,2016,2
704458,2016,2
4345,2016,2
490157,2016,2
254846,2016,2
3454,2016,2
110037,2016,2
22516,2016,2
87935,2016,2
246300,2016,2
68018,2016,2
999437,2016,2
8850,2016,2
8,2016,2
96897,2016,2
95022,2016,2
763,2016,2
4770,2016,2
10219,2016,2
453792,2016,2
42286,2016,2
749569,2016,2
17734,2016,2
89843,2016,2
16122,2016,2
778655,2016,2
151814,2016,2
58357,2016,2
17022,2016,2
189384,2016,2
98190,2016,2
600761,2016,2
97591,2016,2
584918,2016,2
3467,2016,2
51940,2016,2
2279,2016,2
6172,2016,2
69789,2016,2
6071,2016,2
166840,2016,2
728059,2016,2
1244,2016,2
411305,2016,2
128254,2016,2
417463,2016,2
8384,2016,2
15661,2016,2
11609,2016,2
85415,2016,2
10313,2016,2
15159,2016,2
192599,2016,2
59,2016,2
941660,2016,2
72480,2016,2
125,2016,2
21673,2016,2
867137,2016,2
17827,2016,2
11564,2016,2
140537,2016,2
268135,2016,2
672,2016,2
172319,2016,2
316329,2016,2
13550,2016,2
356248,2016,2
26768,2016,2
199137,2016,2
34072,2016,2
8,2016,2
285900,2016,2
1399,2016,2
7268,2016,2
2378,2016,2
27300,2016,2
1431,2016,2
763305,2016,2
136111,2016,2
557112,2016,2
40,2016,2
45523,2016,2
404,2016,2
288471,2016,2
475502,2016,2
872572,2016,2
388812,2016,2
8453,2016,2
31203,2016,2
3224,2016,2
1436,2016,2
1993,2016,2
848,2016,2
5002,2016,2
4043,2016,2
44490,2016,2
365449,2016,2
246417,2016,2
2289,2016,2
40706,2016,2
8342,2016,2
179,2016,2
131753,2016,2
1074,2016,2
242387,2016,2
165074,2016,2
86408,2016,2
82,2016,2
3749,2016,2
530,2016,2
22066,2016,2
2180,2016,2
1249,2016,2
93369,2016,2
517,2016,2
1232,2016,2
757,2016,2
261,2016,2
512468,2016,2
194188,2016,2
57,2016,2
30228,2016,2
62412,2016,2
746,2016,2
44660,2016,2
791,2016,2
26832,2016,2
771,2016,2
28333,2016,2
175,2016,2
958,2016,2
701,2016,2
333,2016,2
3994,2016,2
7080,2016,2
598,2016,2
1410,2016,2
738702,2016,2
2082,2016,2
2608,2016,2
778,2016,2
433,2016,2
833,2016,2
43418,2016,2
28,2016,2
86006,2016,2
718,2016,2
34225,2016,2
47596,2016,2
13217,2016,2
14332,2016,2
97096,2016,2
41,2016,2
98477,2016,2
158924,2016,2
997080,2016,2
2451,2016,2
53935,2016,2
61698,2016,2
1205,2016,2
97863,2016,2
6851,2016,2
5628,2016,2
135290,2016,2
434401,2016,2
11304,2016,2
23118,2016,2
2788,2016,2
39819,2016,2
35138,2016,2
82089,2016,2
2468,2016,2
52114,2016,2
593307,2016,2
480,2016,2
25280,2016,2
794103,2016,2
55307,2016,2
2830,2016,2
51823,2016,2
17352,2016,2
214899,2016,2
6455,2016,2
27143,2016,2
50153,2016,2
258801,2016,2
189,2016,2
51614,2016,2
57066,2016,2
12896,2016,2
3055,2016,2
197841,2016,2
413646,2016,2
5524,2016,2
44178,2016,2
16093,2016,2
316171,2016,2
54766,2016,2
89486,2016,2
16395,2016,2
327297,2016,2
114840,2016,2
72,2016,2
32454,2016,2
88,2016,2
55380,2016,2
181479,2016,2
1299,2016,2
193319,2016,2
52359,2016,2
12737,2016,2
33542,2016,2
93838,2016,2
14678,2016,2
592181,2016,2
911511,2016,2
6043,2016,2
300039,2016,2
34329,2016,2
36335,2016,2
341024,2016,2
20115,2016,2
139128,2016,2
20272,2016,2
91201,2016,2
114497,2016,2
86,2016,2
6367,2016,2
252013,2016,2
1996,2016,2
5179,2016,2
100879,2016,2
3153,2016,2
171602,2016,2
623378,2016,2
15759,2016,2
31338,2016,2
86160,2016,2
858,2016,2
139372,2016,2
6433,2016,2
841445,2016,2
17469,2016,2
15628,2016,2
66552,2016,2
277914,2016,2
307508,2016,2
4128,2016,2
461580,2016,2
54251,2016,2
10495,2016,2
29859,2016,2
50550,2016,2
38,2016,2
7748,2016,2
1671,2016,2
221959,2016,2
331798,2016,2
36721,2016,2
4611,2016,2
71072,2016,2
1191,2016,2
133972,2016,2
522716,2016,2
40,2016,2
91156,2016,2
385175,2016,2
64430,2016,2
65811,2016,2
3796,2016,2
564052,2016,2
142680,2016,2
12908,2016,2
5779,2016,2
38583,2016,2
16516,2016,2
1815,2016,2
15413,2016,2
318222,2016,2
46176,2016,2
3434,2016,2
438,2016,2
45211,2016,2
11889,2016,2
102657,2016,2
785174,2016,2
5596,2016,3
5596,2016,2
59394,2016,2
476650,2016,2
488305,2016,2
11398,2016,2
127880,2016,2
13455,2016,2
433,2016,2
12521,2016,2
16252,2016,2
10903,2016,2
27305,2016,2
344757,2016,2
141866,2016,2
6888,2016,2
20723,2016,2
57879,2016,2
4022,2016,2
10761,2016,2
1719,2016,2
180376,2016,2
148,2016,2
9537,2016,2
3019,2016,2
4607,2016,2
32669,2016,2
204550,2016,2
899034,2016,2
234824,2016,2
823326,2016,2
1051,2016,2
27138,2016,2
3892,2016,2
721484,2016,2
18682,2016,2
23307,2016,2
14065,2016,2
108318,2016,2
149761,2016,2
455079,2016,2
539746,2016,2
110809,2016,2
109207,2016,2
3097,2016,2
135424,2016,2
425252,2016,2
394134,2016,2
441994,2016,2
892822,2016,2
5938,2016,2
8599,2016,2
322700,2016,2
345997,2016,2
31594,2016,2
8942,2016,2
128193,2016,2
204791,2016,2
15705,2016,2
20510,2016,2
67329,2016,2
167631,2016,2
51052,2016,2
3631,2016,2
596294,2016,2
1689,2016,2
11521,2016,2
1520,2016,2
14412,2016,2
121628,2016,2
326883,2016,2
1482,2016,2
673777,2016,2
5584,2016,2
48910,2016,2
4345,2016,2
31403,2016,2
59913,2016,2
160656,2016,2
299510,2016,2
455,2016,2
3809,2016,2
28322,2016,2
440346,2016,2
38393,2016,2
521584,2016,2
699289,2016,2
739915,2016,2
64507,2016,2
20354,2016,2
657030,2016,2
2932,2016,2
13542,2016,2
1593,2016,2
24474,2016,2
1656,2016,2
630754,2016,2
510059,2016,2
184810,2016,2
939,2016,2
76381,2016,2
7866,2016,2
3013,2016,2
194001,2016,2
32905,2016,2
178808,2016,2
79875,2016,2
5226,2016,2
66989,2016,2
67604,2016,2
316,2016,2
671393,2016,2
40849,2016,2
447613,2016,2
29274,2016,2
7068,2016,2
842841,2016,2
47193,2016,2
38356,2016,2
256599,2016,2
71682,2016,2
997133,2016,2
232052,2016,2
226309,2016,2
57469,2016,2
158284,2016,2
8302,2016,2
11935,2016,2
1117,2016,2
6302,2016,2
1215,2016,2
3767,2016,2
219426,2016,2
377,2016,2
58792,2016,2
1632,2016,2
3506,2016,2
1379,2016,2
21951,2016,2
609,2016,2
307,2016,2
863656,2016,2
10843,2016,2
973,2016,2
253,2016,2
55,2016,2
16038,2016,2
3355,2016,2
63369,2016,2
459,2016,2
10442,2016,2
757,2016,2
58896,2016,2
97779,2016,2
294,2016,2
15848,2016,2
2453,2016,2
38403,2016,2
33252,2016,2
13838,2016,2
6667,2016,2
535,2016,2
31425,2016,2
8485,2016,2
1240,2016,2
6396,2016,2
1664,2016,2
325,2016,2
1895,2016,2
4780,2016,2
1698,2016,2
531,2016,2
51,2016,2
992,2016,2
2231,2016,2
10419,2016,2
1080,2016,2
27382,2016,2
502,2016,2
4184,2016,2
123030,2016,2
106957,2016,2
19440,2016,2
35168,2016,2
11677,2016,2
2238,2016,2
3429,2016,2
386,2016,2
1830,2016,2
1093,2016,2
2525,2016,2
838,2016,2
1855,2016,2
73984,2016,2
33629,2016,2
40,2016,2
232420,2016,2
235514,2016,2
4249,2016,2
4003,2016,2
525,2016,2
3728,2016,2
1406,2016,2
4505,2016,2
19234,2016,2
28354,2016,2
19006,2016,2
445,2016,2
297,2016,2
97,2016,2
182981,2016,2
2891,2016,2
21168,2016,2
11362,2016,2
10000,2016,2
24738,2016,2
73842,2016,2
12000,2016,2
9787,2016,2
93293,2016,2
91130,2016,2
10483,2016,2
11603,2016,2
11220,2016,2
8338,2016,2
11136,2016,2
4270,2016,2
479901,2016,2
491565,2016,2
132706,2016,2
105907,2016,2
176475,2016,2
196457,2016,2
138869,2016,2
232164,2016,2
111478,2016,2
5304,2016,2
18033,2016,2
11714,2016,2
12628,2016,2
22052,2016,2
116263,2016,2
2340,2016,2
6168,2016,2
9706,2016,2
6362,2016,2
95769,2016,2
9200,2016,2
31802,2016,2
44481,2016,2
2574,2016,2
2446,2016,2
12829,2016,2
388,2016,2
1276,2016,2
4052,2016,2
74,2016,2
1846,2016,2
146093,2016,2
7393,2016,2
672,2016,2
120,2016,2
2712,2016,2
523,2016,2
840,2016,2
416,2016,2
25784,2016,2
62,2016,2
253,2016,2
34214,2016,2
21389,2016,2
334,2016,2
40,2016,2
383480,2016,2
318243,2016,2
928676,2016,2
2110,2016,2
59,2016,2
39586,2016,2
33082,2016,2
601,2016,2
31725,2016,2
226007,2016,2
178973,2016,2
63936,2016,2
231376,2016,2
25773,2016,2
12409,2016,2
544377,2016,2
21965,2016,2
67267,2016,2
106197,2016,2
80865,2016,2
8929,2016,2
38345,2016,2
9498,2016,2
92869,2016,2
40999,2016,2
14807,2016,2
35814,2016,2
30826,2016,2
22836,2016,2
177566,2016,2
18091,2016,2
2437,2016,2
50437,2016,2
524798,2016,2
30620,2016,2
214117,2016,2
133230,2016,2
210753,2016,2
172281,2016,2
12819,2016,2
9295,2016,2
142252,2016,2
64,2016,2
5825,2016,2
99135,2016,2
117902,2016,2
25748,2016,2
20617,2016,2
74966,2016,2
226121,2016,2
86574,2016,2
109,2016,2
408,2016,2
10322,2016,2
351,2016,2
4016,2016,2
23766,2016,2
93042,2016,2
5740,2016,2
110,2016,2
1825,2016,2
33,2016,2
46354,2016,2
1714,2016,2
270,2016,2
138412,2016,2
15561,2016,2
123,2016,2
4424,2016,2
2589,2016,2
2275,2016,2
9181,2016,2
619,2016,2
234,2016,2
1080,2016,2
30634,2016,2
6245,2016,2
7243,2016,2
1121,2016,2
915,2016,2
161,2016,2
5482,2016,2
3006,2016,2
103,2016,2
161,2016,2
12404,2016,2
3631,2016,2
189089,2016,2
281,2016,2
107,2016,2
877,2016,2
11429,2016,2
3733,2016,2
57889,2016,2
103,2016,2
355,2016,2
543,2016,2
2398,2016,2
15108,2016,2
14602,2016,2
7232,2016,2
220,2016,2
2918,2016,2
36037,2016,2
312,2016,2
2414,2016,2
168986,2016,2
78376,2016,2
1889,2016,2
1251,2016,2
84567,2016,2
40723,2016,2
49224,2016,2
242874,2016,2
49968,2016,2
922,2016,2
587,2016,2
1427,2016,2
307,2016,2
1637,2016,2
3111,2016,2
720,2016,2
11190,2016,2
2230,2016,2
181,2016,2
31172,2016,2
538074,2016,2
62711,2016,2
34638,2016,2
6192,2016,2
289,2016,2
3411,2016,2
31726,2016,2
226,2016,2
2500,2016,2
306,2016,2
16910,2016,2
972,2016,2
163,2016,2
5873,2016,2
3863,2016,2
251,2016,2
127,2016,2
114,2016,2
5048,2016,2
585,2016,2
548,2016,2
859,2016,2
126838,2016,2
2975,2016,2
2024,2016,2
1393,2016,2
25528,2016,2
990744,2016,2
20893,2016,2
33408,2016,2
1879,2016,2
7502,2016,2
8430,2016,2
11640,2016,2
1575,2016,2
25966,2016,2
31442,2016,2
1948,2016,2
611,2016,2
6921,2016,2
15,2016,2
153189,2016,2
6459,2016,2
4281,2016,2
278,2016,2
7171,2016,2
131837,2016,2
4120,2016,2
28842,2016,2
45600,2016,2
20823,2016,2
2320,2016,2
642,2016,2
6906,2016,2
1005,2016,2
15981,2016,2
377577,2016,2
511833,2016,2
2205,2016,2
14542,2016,2
1066,2016,2
1500,2016,2
689,2016,2
1656,2016,2
8830,2016,2
649,2016,2
1371,2016,2
86183,2016,2
32,2016,2
21074,2016,2
5215,2016,2
8240,2016,2
24097,2016,2
6801,2016,2
160,2016,2
5321,2016,2
4813,2016,2
14531,2016,2
14496,2016,2
165,2016,2
12593,2016,2
610,2016,2
133,2016,2
2353,2016,2
1080,2016,2
42001,2016,2
12005,2016,2
50051,2016,2
10280,2016,2
2521,2016,2
51875,2016,2
993699,2016,2
566016,2016,2
51,2016,2
4048,2016,2
995186,2016,2
386317,2016,2
940772,2016,2
68550,2016,2
117446,2016,2
90725,2016,2
24736,2016,2
128560,2016,2
16176,2016,2
261367,2016,2
132620,2016,2
1641,2016,2
565972,2016,2
12377,2016,2
6712,2016,2
1728,2016,2
4087,2016,2
2909,2016,2
25539,2016,2
3241,2016,2
55,2016,2
3013,2016,2
41487,2016,2
160993,2016,2
14402,2016,2
130717,2016,2
62973,2016,2
14581,2016,2
28214,2016,2
11659,2016,2
41341,2016,2
58100,2016,2
62645,2016,2
1961,2016,2
22764,2016,2
140,2016,2
117558,2016,2
345,2016,2
448,2016,2
3206,2016,2
436,2016,2
783,2016,2
1182,2016,2
535923,2016,2
3095,2016,2
5848,2016,2
12276,2016,2
25240,2016,2
13294,2016,2
14799,2016,2
1314,2016,2
24768,2016,2
14,2016,2
232,2016,2
5450,2016,2
5002,2016,2
2854,2016,2
360,2016,2
20068,2016,2
1373,2016,2
2354,2016,2
7735,2016,2
8880,2016,2
466,2016,2
3356,2016,2
3087,2016,2
835016,2016,2
10418,2016,2
1316,2016,2
8466,2016,2
2552,2016,2
28831,2016,2
632,2016,2
1847,2016,2
1845,2016,2
8155,2016,2
2014,2016,2
2541,2016,2
1785,2016,2
141479,2016,2
30221,2016,2
30886,2016,2
11645,2016,2
8883,2016,2
7256,2016,2
1425,2016,2
1878,2016,2
369,2016,2
3927,2016,2
4135,2016,2
